
🇨🇳台播频道,#genre#
铁梨花,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=453ad260def119603a6ce2f27b41a44e
父母爱情,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=f5c19879580cb912e4d9da8d588a1dea
大染坊,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=38fe6386cd41cd95affbc8aaaf906745
地下交通站,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=91737c35880361892724f0fd8df7b435
邻里一家亲,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=b24ce77da66986e66b339a9701b30abd
雍正王朝,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=67d786196c2fa7f22a116cdd805aae6f
士兵突击,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=9e009bd0c63d60e0ba046b8442629069
爱情公寓,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=632374e5b030ba47dce9be104efa7231
铁齿铜牙纪晓岚,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=08c3729ae91e23d89f4117e583e20e01
征服,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=f91809000e6fbc0cc8affb42fad3c185
康熙微服私访记,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=e98fecb64158ced1a8d7805d0a8d5660
寻秦记,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=4c16a5b92ee0484a644aebf5c69cc7ad
西游记后传,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=1f6fa3210178a3e7fa0352e91f805ad5
回家的诱惑,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=f018de61f70ae1c59d1fb7b87eb86785
家族荣耀,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=f5a9a6f3f80a20f3a069056b010ce81e
溏心风暴之家好月圆,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=4c6f965443a77b95e9380906e90757e9
巾帼枭雄之义海豪情,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=1a7756eddc0e756ac49d9aa5f90beeb5
仙剑奇侠传,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=b2208b3c6e1e7854ad8a5ab970dcf35f
金装四大才子,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=49779a816713250f91d138773704319b
宫心计,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=164c5a204c763aaaaa59d0e87496fb5e
宫心计,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=6d77e72bf07095839df6d0cd2b01f1d6
宫锁珠帘,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=055c0dc03f677dc660a279981677830f
公主嫁到,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=104b2dd962bdb6583a169228fb5a6736
名媛望族,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=44622d1035753191d33c6e0ff96b1b13
欢天喜地七仙女,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=c1d2cb369af1ba70e54d60665dbeb4a9
正阳门下,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=fdda2334828fe137cdaee7d706427c84
上海滩,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=74750cfaf8efee58da88f80b40484452
大时代,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=65fe81dfa537cf8c51e866fb3b9e324e
飞虎之潜行极战,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=0f0ac52b5bfae7ec4ebc66c6c30c363e
宝莲灯前传,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=ae563f327b363e5000657810ff580a7e
放羊的星星,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=7577ab5f178f8d7dcfd011eeac089a47
盗墓笔记,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=a1d714173fdc8237136b2cc0e5e01829
神医喜来乐,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=49060549bbc3e301c7147dfc76fea422
射雕英雄传83版,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=600e25b520e5ec1ddbfe3c13b1cc0a00
天龙八部,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=f6999ea5a8d3fda7e0704627fdd4157f
天龙八部,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=197cdc4b1f4c08dbb797fd14bf2f6c62
神雕侠侣,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=269ad7179332e67e234a945d376478ec
神雕侠侣,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=badf8873a748178463204bcada168236
鹿鼎记,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=395babda28db8a930e5ab22078fe6d9f
鹿鼎记陈小春版,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=da688dd1580fa322a8b709a736aaa4ab
笑傲江湖,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=2c9b6b4a10185dbdf4eee7b54282dbd0
封神榜,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=61e1fcd002ed914f35982ee147a3932b
济公游记,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=9d2f871c0eb7bbaf113ac066b06873c1
渴望,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=746e2212148cfdad915b88a901b057b9
金婚,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=31657139187bee420f63d3e98fd77fe6
情满四合院,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=cca32017ad7be49e98c715f924f53fa3
我的前半生,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=22a11c2b7a0cf6294d3cc61470b52068
犬夜叉,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=867103cb7786c3030a59cecb01080286
少年歌行,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=50be801dfb0a4775aa7dec0a0eaecdd4
伪装者,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=efc15aa08354643f6064fc9090c1baed
二炮手,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=8103d0b78dd479bccd9c6e05d159d98a
宰相刘罗锅,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=a316f84f0ed84f77656d358b19a9e41b
少年包青天,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=dcb9a7c6ac5c15ad19e8c7666b3c7d8c
红楼梦,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=a6bb0baa32075ee76ec965f1a497574a
我爱我家,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=3e558fe142212b189e10f6b09f9672a5
且试天下,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=ce3da0c113375fb49d9a41e233a1f670
小兵张嘎,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=6bf844074a893d9e5934d7feb580462b
打狗棍,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=f2cef40c6f45b501050871b1b3bee7ac
勇敢的心,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=db7c3ad816916c32cb70a7021022b336
战火中的故事,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=6d15aa9ff28ef409cc71515174b9ee3f
火凤凰之战狼七,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=753a18a983cf69b19c29656d779a1253
天下第一,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=2349fdd4044ae168db552e116c1d810e
流金岁月,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=4dbe1c74b59b4a76dcd2931b38bf38d4
大明王朝,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=e6be0c20cecd1d2dbc4437a615a6d5a7
生逢灿烂的日子,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=7fe4452b305c6915a182789a3671ee3a
炊事班的故事II,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=e67394a503ba37661b6c9e1a83948198
少年包青天三部曲,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=d27a16ad8c1a5193c6606493ff74fd42
火蓝刀锋,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=5e31f3eaec3168275494441d1641f0f2
盗墓笔记,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=a1d714173fdc8237136b2cc0e5e01829
鹊刀门,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=c1942e71e8ea277efa5cb866b3d06861
宰相刘罗锅,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=a316f84f0ed84f77656d358b19a9e41b
神医喜来乐,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=49060549bbc3e301c7147dfc76fea422
少年包青天,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=dcb9a7c6ac5c15ad19e8c7666b3c7d8c
武林外传,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=37a788678007e91b0fa0ef9bc9a011bc
火凤凰,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=753a18a983cf69b19c29656d779a1253
战狼2,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=78e7c48447bb0cc8b387506a5e801674
铁齿铜牙纪晓岚,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=08c3729ae91e23d89f4117e583e20e01
雪中悍刀行,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=1a595b9c3e9a741b8b9cca04c37f189b
隋唐英雄传,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=e416bc66b1f74bbc3837376d948f39c7
狂飙1,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=5b41fb2705ac9c7c3366bd37634cb785
狂飙2,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=883819f41d04ebccc8d905c8d0236845
⛵咪咕体育,#genre#
咪咕直播-1,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=57d033c5b1dd47dd386b45aa07a17ae3
咪咕直播-2,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=131f8a34f036cfa6018e55fe4ba245ce
咪咕直播-3,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=4416928106137a6fffd6caec2d6d8bd1
咪咕直播-4,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=aff739fc5a7e1600cc8c202ca3e6453a
咪咕直播-5,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=a316075cde31f9683eddcf5e0a74de6f
咪咕直播-6,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=be02a39c3b5141313574b6c907df1d29
咪咕直播-7,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=db380108af40506f76ef776816213527
咪咕直播-8,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=7249bd4069c28f715c77eaf64afc6f90
咪咕直播-9,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=86d061ae867e230f67d3a7fd4a4a8311
咪咕直播-10,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=3d158317963e0acde470a7bdab387c3e
咪咕直播-11,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=ad6256dd52ef815e88f0f3e165453a95
咪咕直播-12,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=68159707e680771e5c19cca21bcdfb82
咪咕直播-13,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=f7aa39c7580f643ee14d61d32ceaaff6
咪咕直播-14,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=4436e1ce8fa548bd1224cf5311e451f7
咪咕直播-15,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=6ca952c6158368badf51aacbae936c11
咪咕直播-16,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=2d67fec3cf34ddcdc6c6a8730e5c32b0
咪咕直播-17,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=541c73c2b2c6544f679e2f30dfcd4bb3
咪咕直播-18,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=ba057ae45037eaf7254fb909d489dcd6
咪咕直播-19,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=18f0fc3431b4a6d4064b7fb0e034dd66
咪咕直播-20,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=740966d1da3c529b1e7394f3e2720065
咪咕直播-21,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=7de72e59e8947bafd7eb703a734e50f3
咪咕直播-22,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=29aafcea78c21b7bb2aee2513ff400b3
咪咕直播-23,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=51fa0aaac138e6f8d2b982e20d3d9d4b
咪咕直播-24,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=1c8ec6e600ab11bda63936160667421b
咪咕直播-25,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=6780b4c2b706c7e2c32f06bddc5382ae
咪咕直播-26,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=2006f1e06479e71e6cb207ce5f185081
咪咕直播-27,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=81f04b37e5cb683f2d188204dc718d7d
咪咕直播-28,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=90a063c7913ade152801a5ac3bdd13f0
咪咕直播-29,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=f5f00b5dc53a62bfbc1f5563970aca30
咪咕直播-30,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=e88a9bdae0ad3cfbbc88afdc2b5bff09
咪咕直播-31,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=27921ee651a51ecc230112ebeb76f13b
咪咕直播-32,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=c71c4b547c9860cfd8fccfd5761c64bd
咪咕直播-33,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=6add500ddb92d79fb0e88f7d09f49099
咪咕直播-34,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=23f0636ab15f1cf15fbe80866c3d7520
咪咕直播-35,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=734dc02f150351087bd8469c6b576f07
咪咕直播-36,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=a8af04c1c240dd487e047502834d6650
咪咕直播-37,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=202a7c3805ad8f96328de8afa0870c8a
咪咕直播-38,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=de08b9a910bd27d0ca107a1b709d0ba3
咪咕直播-39,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=7403889d409d32ea7c90053c6298f42a
咪咕直播-40,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=2f6ab853b0307fee0e3aba5120078c67
咪咕直播-41,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=a14983b711ff9ca0e5b1b1e54901ce8f
咪咕直播-42,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=bd11aa0afc64fec59433ff5db086012d
咪咕直播-43,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=9a62fe269dbf9e06d52549ba0c793779
咪咕直播-44,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=1a9c25e126c7a048a70a3bb0e5433f04
咪咕直播-45,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=6445e107e369ca405c8f473a2246e984
咪咕直播-46,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=70cee6874ff5f85900b71450939a671f
咪咕直播-47,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=3a7d320e9080bba8ace4116bb737b545
咪咕直播-48,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=95360e145f61a1bbe5b46dda3d20cff2
咪咕直播-49,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=440fad837d252fac019b8266ef9d7cea
咪咕直播-50,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=55731a22cfbaea174774866e7cf04bfc
咪咕直播-51,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=3cdaa980de2b2f2a29143b15ecac1b8a
咪咕直播-52,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=cc743b5e12bb3defd8749e59a54aebf3
咪咕直播-53,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=5ac5f8173a91de122e0fc3ef028dfa45
咪咕直播-1-4K,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=d569f751ba20d28368ebbe998564d13e
🚃历年春晚,#genre#
春晚1984,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=83b6fad77a47d47458eb27632310ad3f
春晚1985,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=1c4a0a7afdcb84af6256372f10b67df0
春晚1986,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=50af69dc85b7c22d2bd40c91b5446c17
春晚1987,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=86681daeb3fc3104cb79c05644147912
西游齐天乐1987,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=1b34051d1298167aab736304d76d9247
春晚1988,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=f7f088534cd48305a0fc8e5d273d6411
春晚1989,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=a17556a31c6e24ad389c721aa737e15c
春晚1991,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=3ef0e29c551e9d0833fe05a370a91442
春晚1992,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=28bc5c78f898e83287eea75ad3a10db4
春晚1993,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=8025f42ea622626881eac51ef2116471
春晚1994,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=c4a70960e159f68bb7c6e56ba9dfd64e
春晚1995,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=72e374da00b0726a68f23e7fa1f3af92
春晚1997,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=4702397fca4f3993eef5c01c04378c7a
春晚1998,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=4020e7c911d92a24c46415277c694b1b
春晚1999,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=0410f554eba86926057070cc7e8d2b29
春晚2000,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=1e4225346783646f0650f9c765caa208
春晚2001,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=ec0f9505297c68c8394fb69076535332
春晚2002,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=64ecc97156cb2516789b30ef6b37cba7
春晚2004,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=915ebc33ad8cbe9034d6de8856d223b1
春晚2005,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=4d305cd542259771d1a4f4ca24b64032
春晚2006,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=65f93f2a573dddec9bf56aa255793b7f
春晚2007,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=846611a3e0453e5b0a867676e98104ec
春晚2008,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=a3d7880007c5a407a3cd528ae4f27c9a
春晚2009,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=6d2a12d65a8ab962e1df5fa2f750a999
春晚2014,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=b201e7f508d17f317e1b4faf8a594dbc
春晚2019,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=c1696adc371015e87b7f19a229588115
春晚2020,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=3bb01ce8d086fb539487d6fb088c8314
春晚2021,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=c0642c56e7a8fe99b1e24283b2b33156
春晚2022,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=dd02cda56e7c2ba8b1a9a00dad6b6d4e
春晚2023,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=f1faac2ee5284d71d21d7bacad95ffd2
春晚1992,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=28bc5c78f898e83287eea75ad3a10db4
春晚1993,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=8025f42ea622626881eac51ef2116471
春晚1994,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=c4a70960e159f68bb7c6e56ba9dfd64e
春晚1995,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=72e374da00b0726a68f23e7fa1f3af92
春晚1997,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=4702397fca4f3993eef5c01c04378c7a
春晚1999,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=0410f554eba86926057070cc7e8d2b29
春晚2001,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=ec0f9505297c68c8394fb69076535332
春晚2014,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=b201e7f508d17f317e1b4faf8a594dbc
春晚2019,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=c1696adc371015e87b7f19a229588115
春晚2020,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=d80440a8ee0d92fb16f6e67732b6bad9
春晚2021,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=c0642c56e7a8fe99b1e24283b2b33156
春晚2022,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=dd02cda56e7c2ba8b1a9a00dad6b6d4e
春晚2023,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=f1faac2ee5284d71d21d7bacad95ffd2
春晚2024,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=95edc9779f4ed109e0fae32943ba20a9
春晚2024,http://156.238.251.141:82/usr/公众号：小凯影视交流.php?token=6f1dff5f5bc6f8beee7162f6bf18f030
♨限制频道_83,#genre#
📀不道德的故事,https://jkunbf.com/20231213/xRh9NRNv/index.m3u8
📀红辣椒,https://vip.lz-cdn7.com/20230420/15476_c7976155/index.m3u8
📀色戒,https://hd.ijycnd.com/play/ZdPAWwye/index.m3u8
📀辣手激情,https://hd.ijycnd.com/play/YaOKJZEa/index.m3u8
📀危情,https://hd.ijycnd.com/play/0dNxBJ8a/index.m3u8
📀魔界妖姬,https://vip1.lz-cdn1.com/20220424/3143_2da521e9/1200k/hls/mixed.m3u8
📀人皮高跟鞋,https://vip.lz-cdn3.com/20230630/19957_fbb167f3/index.m3u8
📀金瓶风月,https://cdn.wlcdn99.com:777/20220526/gLYA6zXL/index.m3u8
📀南阳十大邪术,https://play.modujx15.com/20240820/dA2bxkZ2/index.m3u8
📀南阳十大邪术,https://mh3tystfkzo6x6k6.biqule.top/2023/6/TheEternalEvilOfAsia1995/index.m3u8
📀慈禧的秘密生活,https://play.hhuus.com/play/YerqXB2d/index.m3u8
📀慈禧的秘密生活,https://mh3tystfkzo6x6k6.biqule.top/2023/6/LoveroftheLastEmpress1995/index.m3u8
📀香港奇案之强奸,https://h9q8jz99m9z9ch65.piwik.top/2021/12/RapedByAnAngel1993/index.m3u8
📀鸭王,https://vip1.lz-cdn.com/20220917/33109_001b9804/index.m3u8
📀盲女72小时,https://h9q8jz99m9z9ch65.piwik.top/2021/11/3DaysofaBlindGirl1993/index.m3u8
📀借种,https://v8.qrssv.com/202310/10/1VAUybhQ2a1/video/2000k_1080/hls/index.m3u8
📀聊斋艳谭续集五神通,https://b4u96pf7bb268vsv.piwik.top/20210907/lzytwts/index.m3u8
📀淫狼心,https://h9q8jz99m9z9ch65.piwik.top/2021/12/MoneyGame1994/index.m3u8
📀狼吻夜惊魂,https://h9q8jz99m9z9ch65.piwik.top/2021/12/MidnightCaller1995/index.m3u8
📀赤裸吸血鬼,https://v3.qrssv.com/202401/31/kPfdy6weCv2/video/2000k_1080/hls/index.m3u8
📀惊变,https://h9q8jz99m9z9ch65.piwik.top/2021/12/AllofaSudden1996/index.m3u8
📀极度兽性,https://h9q8jz99m9z9ch65.piwik.top/2021/11/EvilInstinct1996/index.m3u8
📀苹果,https://yzzy.play-cdn12.com/20221212/9803_462dda16/index.m3u8
📀玉蒲团之偷情宝鉴,https://b4u96pf7bb268vsv.piwik.top/20210907/yptztqbj1991/index.m3u8
📀金瓶风月,https://mh3tystfkzo6x6k6.biqule.top/2023/6/TheGoldenLotusLoveandDesire1991/index.m3u8
📀官人我要,https://vod.lyhuicheng.com/20231113/gKnUlGdf/index.m3u8
📀邪杀,https://h9q8jz99m9z9ch65.piwik.top/2021/12/TheImp1996/index.m3u8
📀欲艳狂情,https://vip.lz15uu.com/20221208/696_b9ebf858/index.m3u8
📀赤桥下的暖流,https://mh3tystfkzo6x6k6.biqule.top/2024/5/WarmWaterUnderaRedBridge2001/index.m3u8
📀太太的情人,https://vip1.lz-cdn1.com/20220328/671_9a4a913e/index.m3u8
📀金瓶梅2爱的奴隶,https://cdn.wlcdn99.com:777/20220526/lHXN0Ytn/2000kb/hls/index.m3u8
📀向过去借种,https://yzzy.play-cdn8.com/20221014/23514_2bf8ca61/index.m3u8
📀春女怪谈,https://vip.ffzy-play8.com/20240220/2192_f15d66a6/index.m3u8
📀爱性与传染病,https://mh3tystfkzo6x6k6.biqule.top/2024/5/MiloscSeksandPandemia2022/index.m3u8
📀蜜桃成熟时,https://cdn.wlcdn99.com:777/eoDBLfPS/index.m3u8
📀蜜桃成熟时,https://h9q8jz99m9z9ch65.piwik.top/2021/12/Whenthepeachmature1993/index.m3u8
📀玉蒲团之玉女心经,https://yzzy.play-cdn7.com/20220624/430_db075b80/index.m3u8
📀玉蒲团之玉女心经,https://b4u96pf7bb268vsv.piwik.top/20210907/ypt2ynxj1996/index.m3u8
📀聊斋艳谭之灯草和尚,https://vip.lz-cdn3.com/20220919/13807_8e853889/index.m3u8
📀聊斋艳谭之灯草和尚,https://b4u96pf7bb268vsv.piwik.top/20210907/lzytzdchs/index.m3u8
📀原振侠与卫斯理,https://mh3tystfkzo6x6k6.biqule.top/2022/12/TheSeventhCurse1986/index.m3u8
📀满清十大酷刑,https://vip.lz-cdn17.com/20230506/11023_9939e6d0/index.m3u8
📀满清十大酷刑,https://vip.ffzy-play8.com/20230421/1535_5a530b5f/2000k/hls/mixed.m3u8
📀满清十大酷刑2,https://mh3tystfkzo6x6k6.biqule.top/2024/5/AChineseTortureChamberStoryII1998/index.m3u8
📀欲女,https://mh3tystfkzo6x6k6.biqule.top/2024/5/IronSister1999/index.m3u8
📀我来自北京,https://yzzy.play-cdn14.com/20230626/27406_1d0c23a3/2000k/hls/index.m3u8
📀一路向西,https://cdn.wlcdn99.com:777/DArMoPQ0/index.m3u8
📀血恋,https://v2.yzzy5-play.com/20220426/8099_6d0a99ad/1000k/hls/index.m3u8
📀三分之一情人,https://yzzy.play-cdn14.com/20230722/30211_ddca47ea/2000k/hls/index.m3u8
📀鸭王2,https://vip1.lz-cdn.com/20220917/33107_9f990ebf/index.m3u8
📀吸血贵利王,https://yzzy.play-cdn14.com/20230709/28851_12faa511/2000k/hls/index.m3u8
📀满清禁宫奇案,https://yzzy.play-cdn7.com/20220624/327_80ae0b18/index.m3u8
📀赤裸迷情,https://vip15.play-cdn15.com/20230821/24155_45d72809/2000k/hls/index.m3u8
📀北投狼人,https://cdn.wlcdn99.com:777/20220526/oPl9V29V/2000kb/hls/index.m3u8
📀三级七日情,https://yzzy.play-cdn14.com/20230808/31141_86399da7/2000k/hls/index.m3u8
📀青楼十二房,https://hd.ijycnd.com/play/mep1Awma/index.m3u8
📀挡不住的风情,https://v8.qrssv.com/202310/09/fy1E7vHYWx1/video/index.m3u8
📀人肉市场,https://vip15.play-cdn15.com/20240106/26732_e02d65dd/2000k/hls/index.m3u8
📀赤足惊魂,https://ll.bdzybf11.com/20220302/Bq5udiSS/index.m3u8
📀夜挑情,https://s1.bfllvip.com/video/yetiaoqing/%E4%B8%AD%E5%AD%97/index.m3u8
